player,match_date,opponent,runs,balls,wickets,overs,runs_conceded
GJ Maxwell,2017-04-15,Delhi Daredevils,0,2,0,0,0
AR Patel,2017-04-15,Delhi Daredevils,44,29,0,0,0
MM Sharma,2017-04-15,Delhi Daredevils,13,14,0,0,0
KC Cariappa,2017-04-15,Delhi Daredevils,1,2,0,0,0
Sandeep Sharma,2017-04-15,Delhi Daredevils,2,2,0,0,0
Sandeep Sharma,2017-04-15,Delhi Daredevils,0,0,1,4.0,41
MM Sharma,2017-04-15,Delhi Daredevils,0,0,1,4.0,37
AR Patel,2017-04-15,Delhi Daredevils,0,0,1,4.0,34
VR Aaron,2017-04-15,Delhi Daredevils,0,0,2,4.0,46
KC Cariappa,2017-04-15,Delhi Daredevils,0,0,1,3.0,23
GJ Maxwell,2017-04-15,Delhi Daredevils,0,0,0,1.0,7
Z Khan,2017-04-15,Kings XI Punjab,0,0,0,4.0,38
S Nadeem,2017-04-15,Kings XI Punjab,0,0,2,2.0,13
CH Morris,2017-04-15,Kings XI Punjab,0,0,3,4.0,23
PJ Cummins,2017-04-15,Kings XI Punjab,0,0,2,4.0,24
A Mishra,2017-04-15,Kings XI Punjab,0,0,1,3.0,16
CJ Anderson,2017-04-15,Kings XI Punjab,0,0,1,3.0,23
DR Smith,2017-04-16,Mumbai Indians,0,2,0,0,0
SK Raina,2017-04-16,Mumbai Indians,28,29,0,0,0
BB McCullum,2017-04-16,Mumbai Indians,64,44,0,0,0
Ishan Kishan,2017-04-16,Mumbai Indians,11,14,0,0,0
KD Karthik,2017-04-16,Mumbai Indians,48,26,0,0,0
JJ Roy,2017-04-16,Mumbai Indians,14,7,0,0,0
PA Patel,2017-04-16,Gujarat Lions,0,2,0,0,0
N Rana,2017-04-16,Gujarat Lions,53,36,0,0,0
JC Buttler,2017-04-16,Gujarat Lions,26,24,0,0,0
RG Sharma,2017-04-16,Gujarat Lions,40,29,0,0,0
KA Pollard,2017-04-16,Gujarat Lions,39,23,0,0,0
HH Pandya,2017-04-16,Gujarat Lions,6,3,0,0,0
MJ McClenaghan,2017-04-16,Gujarat Lions,0,0,2,4.0,24
SL Malinga,2017-04-16,Gujarat Lions,0,0,1,4.0,51
Harbhajan Singh,2017-04-16,Gujarat Lions,0,0,1,4.0,22
JJ Bumrah,2017-04-16,Gujarat Lions,0,0,0,4.0,46
KH Pandya,2017-04-16,Gujarat Lions,0,0,0,3.0,18
HH Pandya,2017-04-16,Gujarat Lions,0,0,0,1.0,15
P Kumar,2017-04-16,Mumbai Indians,0,0,1,2.5,25
Basil Thampi,2017-04-16,Mumbai Indians,0,0,0,4.0,34
MM Patel,2017-04-16,Mumbai Indians,0,0,1,4.0,36
AJ Tye,2017-04-16,Mumbai Indians,0,0,2,4.0,35
RA Jadeja,2017-04-16,Mumbai Indians,0,0,0,4.0,34
DR Smith,2017-04-16,Mumbai Indians,0,0,0,1.0,13
AM Rahane,2017-04-16,Royal Challengers Bangalore,30,25,0,0,0
RA Tripathi,2017-04-16,Royal Challengers Bangalore,31,23,0,0,0
SPD Smith,2017-04-16,Royal Challengers Bangalore,27,24,0,0,0
MS Dhoni,2017-04-16,Royal Challengers Bangalore,28,25,0,0,0
DT Christian,2017-04-16,Royal Challengers Bangalore,1,3,0,0,0
BA Stokes,2017-04-16,Royal Challengers Bangalore,2,3,0,0,0
SN Thakur,2017-04-16,Royal Challengers Bangalore,0,1,0,0,0
JD Unadkat,2017-04-16,Royal Challengers Bangalore,2,5,0,0,0
MK Tiwary,2017-04-16,Royal Challengers Bangalore,27,11,0,0,0
V Kohli,2017-04-16,Rising Pune Supergiant,28,19,0,0,0
Mandeep Singh,2017-04-16,Rising Pune Supergiant,0,3,0,0,0
AB de Villiers,2017-04-16,Rising Pune Supergiant,29,30,0,0,0
KM Jadhav,2017-04-16,Rising Pune Supergiant,18,22,0,0,0
SR Watson,2017-04-16,Rising Pune Supergiant,14,18,0,0,0
STR Binny,2017-04-16,Rising Pune Supergiant,18,8,0,0,0
P Negi,2017-04-16,Rising Pune Supergiant,10,7,0,0,0
AF Milne,2017-04-16,Rising Pune Supergiant,2,3,0,0,0
S Badree,2017-04-16,Rising Pune Supergiant,0,1,0,0,0
S Aravind,2017-04-16,Rising Pune Supergiant,6,7,0,0,0
YS Chahal,2017-04-16,Rising Pune Supergiant,1,2,0,0,0
AF Milne,2017-04-16,Rising Pune Supergiant,0,0,3,4.0,32
S Badree,2017-04-16,Rising Pune Supergiant,0,0,1,4.0,32
S Aravind,2017-04-16,Rising Pune Supergiant,0,0,2,4.0,29
SR Watson,2017-04-16,Rising Pune Supergiant,0,0,1,4.0,44
P Negi,2017-04-16,Rising Pune Supergiant,0,0,1,3.0,13
YS Chahal,2017-04-16,Rising Pune Supergiant,0,0,0,1.0,11
JD Unadkat,2017-04-16,Royal Challengers Bangalore,0,0,2,4.0,25
SN Thakur,2017-04-16,Royal Challengers Bangalore,0,0,3,4.0,35
DT Christian,2017-04-16,Royal Challengers Bangalore,0,0,0,4.0,27
BA Stokes,2017-04-16,Royal Challengers Bangalore,0,0,3,4.0,20
Imran Tahir,2017-04-16,Royal Challengers Bangalore,0,0,1,4.0,27
SV Samson,2017-04-17,Kolkata Knight Riders,39,25,0,0,0
SW Billings,2017-04-17,Kolkata Knight Riders,21,17,0,0,0
KK Nair,2017-04-17,Kolkata Knight Riders,21,27,0,0,0
SS Iyer,2017-04-17,Kolkata Knight Riders,26,17,0,0,0
RR Pant,2017-04-17,Kolkata Knight Riders,38,16,0,0,0
AD Mathews,2017-04-17,Kolkata Knight Riders,1,4,0,0,0
CH Morris,2017-04-17,Kolkata Knight Riders,16,9,0,0,0
PJ Cummins,2017-04-17,Kolkata Knight Riders,3,4,0,0,0
Mohammed Shami,2017-04-17,Kolkata Knight Riders,0,1,0,0,0
G Gambhir,2017-04-17,Delhi Daredevils,14,12,0,0,0
C de Grandhomme,2017-04-17,Delhi Daredevils,1,2,0,0,0
RV Uthappa,2017-04-17,Delhi Daredevils,4,2,0,0,0
MK Pandey,2017-04-17,Delhi Daredevils,69,49,0,0,0
YK Pathan,2017-04-17,Delhi Daredevils,59,39,0,0,0
SA Yadav,2017-04-17,Delhi Daredevils,7,9,0,0,0
CR Woakes,2017-04-17,Delhi Daredevils,3,5,0,0,0
SP Narine,2017-04-17,Delhi Daredevils,1,1,0,0,0
NM Coulter-Nile,2017-04-17,Delhi Daredevils,0,0,3,4.0,22
CR Woakes,2017-04-17,Delhi Daredevils,0,0,1,4.0,32
UT Yadav,2017-04-17,Delhi Daredevils,0,0,1,4.0,53
SP Narine,2017-04-17,Delhi Daredevils,0,0,2,4.0,20
Kuldeep Yadav,2017-04-17,Delhi Daredevils,0,0,0,3.0,29
C de Grandhomme,2017-04-17,Delhi Daredevils,0,0,0,1.0,12
Z Khan,2017-04-17,Kolkata Knight Riders,0,0,2,4.0,29
PJ Cummins,2017-04-17,Kolkata Knight Riders,0,0,2,4.0,40
CH Morris,2017-04-17,Kolkata Knight Riders,0,0,1,4.0,30
A Mishra,2017-04-17,Kolkata Knight Riders,0,0,1,2.8,26
Mohammed Shami,2017-04-17,Kolkata Knight Riders,0,0,0,3.0,28
AD Mathews,2017-04-17,Kolkata Knight Riders,0,0,0,2.0,16
DA Warner,2017-04-17,Kings XI Punjab,70,54,0,0,0
S Dhawan,2017-04-17,Kings XI Punjab,15,15,0,0,0
MC Henriques,2017-04-17,Kings XI Punjab,9,16,0,0,0
Yuvraj Singh,2017-04-17,Kings XI Punjab,0,1,0,0,0
NV Ojha,2017-04-17,Kings XI Punjab,34,20,0,0,0
DJ Hooda,2017-04-17,Kings XI Punjab,12,10,0,0,0
Mohammad Nabi,2017-04-17,Kings XI Punjab,2,3,0,0,0
Rashid Khan,2017-04-17,Kings XI Punjab,6,1,0,0,0
HM Amla,2017-04-17,Sunrisers Hyderabad,0,1,0,0,0
GJ Maxwell,2017-04-17,Sunrisers Hyderabad,10,12,0,0,0
M Vohra,2017-04-17,Sunrisers Hyderabad,95,50,0,0,0
EJG Morgan,2017-04-17,Sunrisers Hyderabad,13,17,0,0,0
DA Miller,2017-04-17,Sunrisers Hyderabad,1,6,0,0,0
WP Saha,2017-04-17,Sunrisers Hyderabad,0,2,0,0,0
AR Patel,2017-04-17,Sunrisers Hyderabad,7,12,0,0,0
MM Sharma,2017-04-17,Sunrisers Hyderabad,10,5,0,0,0
KC Cariappa,2017-04-17,Sunrisers Hyderabad,1,5,0,0,0
I Sharma,2017-04-17,Sunrisers Hyderabad,2,5,0,0,0
Sandeep Sharma,2017-04-17,Sunrisers Hyderabad,5,4,0,0,0
Sandeep Sharma,2017-04-17,Sunrisers Hyderabad,0,0,1,4.0,38
I Sharma,2017-04-17,Sunrisers Hyderabad,0,0,0,4.0,25
MM Sharma,2017-04-17,Sunrisers Hyderabad,0,0,2,4.0,25
KC Cariappa,2017-04-17,Sunrisers Hyderabad,0,0,1,4.0,38
AR Patel,2017-04-17,Sunrisers Hyderabad,0,0,2,4.0,33
B Kumar,2017-04-17,Kings XI Punjab,0,0,5,4.0,20
BB Sran,2017-04-17,Kings XI Punjab,0,0,0,2.0,29
S Kaul,2017-04-17,Kings XI Punjab,0,0,1,3.7,26
Mohammad Nabi,2017-04-17,Kings XI Punjab,0,0,1,4.0,28
Rashid Khan,2017-04-17,Kings XI Punjab,0,0,2,4.0,45
MC Henriques,2017-04-17,Kings XI Punjab,0,0,1,2.0,6
CH Gayle,2017-04-18,Gujarat Lions,77,38,0,0,0
V Kohli,2017-04-18,Gujarat Lions,64,50,0,0,0
TM Head,2017-04-18,Gujarat Lions,30,16,0,0,0
KM Jadhav,2017-04-18,Gujarat Lions,38,16,0,0,0
DR Smith,2017-04-18,Royal Challengers Bangalore,1,4,0,0,0
BB McCullum,2017-04-18,Royal Challengers Bangalore,72,44,0,0,0
SK Raina,2017-04-18,Royal Challengers Bangalore,23,8,0,0,0
AJ Finch,2017-04-18,Royal Challengers Bangalore,19,15,0,0,0
KD Karthik,2017-04-18,Royal Challengers Bangalore,1,4,0,0,0
RA Jadeja,2017-04-18,Royal Challengers Bangalore,23,22,0,0,0
Ishan Kishan,2017-04-18,Royal Challengers Bangalore,39,16,0,0,0
AJ Tye,2017-04-18,Royal Challengers Bangalore,6,6,0,0,0
Basil Thampi,2017-04-18,Royal Challengers Bangalore,0,1,0,0,0
DS Kulkarni,2017-04-18,Royal Challengers Bangalore,0,0,1,4.0,37
Basil Thampi,2017-04-18,Royal Challengers Bangalore,0,0,1,4.0,31
AJ Tye,2017-04-18,Royal Challengers Bangalore,0,0,0,4.0,35
RA Jadeja,2017-04-18,Royal Challengers Bangalore,0,0,0,4.0,57
S Kaushik,2017-04-18,Royal Challengers Bangalore,0,0,0,3.0,36
DR Smith,2017-04-18,Royal Challengers Bangalore,0,0,0,1.0,17
P Negi,2017-04-18,Gujarat Lions,0,0,1,4.0,21
YS Chahal,2017-04-18,Gujarat Lions,0,0,3,4.0,31
S Aravind,2017-04-18,Gujarat Lions,0,0,1,4.0,53
AF Milne,2017-04-18,Gujarat Lions,0,0,1,4.0,45
SR Watson,2017-04-18,Gujarat Lions,0,0,0,2.0,24
TM Head,2017-04-18,Gujarat Lions,0,0,1,2.0,18
DA Warner,2017-04-19,Delhi Daredevils,4,7,0,0,0
S Dhawan,2017-04-19,Delhi Daredevils,70,50,0,0,0
KS Williamson,2017-04-19,Delhi Daredevils,89,51,0,0,0
Yuvraj Singh,2017-04-19,Delhi Daredevils,3,4,0,0,0
DJ Hooda,2017-04-19,Delhi Daredevils,9,4,0,0,0
MC Henriques,2017-04-19,Delhi Daredevils,12,6,0,0,0
SV Samson,2017-04-19,Sunrisers Hyderabad,42,33,0,0,0
SW Billings,2017-04-19,Sunrisers Hyderabad,13,9,0,0,0
KK Nair,2017-04-19,Sunrisers Hyderabad,33,23,0,0,0
RR Pant,2017-04-19,Sunrisers Hyderabad,0,1,0,0,0
SS Iyer,2017-04-19,Sunrisers Hyderabad,50,31,0,0,0
AD Mathews,2017-04-19,Sunrisers Hyderabad,31,23,0,0,0
J Yadav,2017-04-19,Sunrisers Hyderabad,0,0,0,2.0,16
CH Morris,2017-04-19,Sunrisers Hyderabad,0,0,4,4.0,26
Z Khan,2017-04-19,Sunrisers Hyderabad,0,0,0,4.0,37
PJ Cummins,2017-04-19,Sunrisers Hyderabad,0,0,0,4.0,38
AD Mathews,2017-04-19,Sunrisers Hyderabad,0,0,0,3.0,41
A Mishra,2017-04-19,Sunrisers Hyderabad,0,0,0,3.0,33
B Kumar,2017-04-19,Delhi Daredevils,0,0,0,4.0,31
Mohammed Siraj,2017-04-19,Delhi Daredevils,0,0,2,4.0,39
S Kaul,2017-04-19,Delhi Daredevils,0,0,1,4.0,32
Rashid Khan,2017-04-19,Delhi Daredevils,0,0,0,4.0,35
MC Henriques,2017-04-19,Delhi Daredevils,0,0,0,3.0,32
Yuvraj Singh,2017-04-19,Delhi Daredevils,0,0,2,1.0,7
HM Amla,2017-04-20,Mumbai Indians,104,60,0,0,0
SE Marsh,2017-04-20,Mumbai Indians,26,21,0,0,0
WP Saha,2017-04-20,Mumbai Indians,11,15,0,0,0
GJ Maxwell,2017-04-20,Mumbai Indians,40,18,0,0,0
MP Stoinis,2017-04-20,Mumbai Indians,1,3,0,0,0
AR Patel,2017-04-20,Mumbai Indians,4,5,0,0,0
PA Patel,2017-04-20,Kings XI Punjab,37,18,0,0,0
JC Buttler,2017-04-20,Kings XI Punjab,77,37,0,0,0
N Rana,2017-04-20,Kings XI Punjab,62,34,0,0,0
HH Pandya,2017-04-20,Kings XI Punjab,15,4,0,0,0
HH Pandya,2017-04-20,Kings XI Punjab,0,0,0,2.0,19
MJ McClenaghan,2017-04-20,Kings XI Punjab,0,0,2,4.0,47
Harbhajan Singh,2017-04-20,Kings XI Punjab,0,0,0,2.0,12
SL Malinga,2017-04-20,Kings XI Punjab,0,0,0,4.0,58
KH Pandya,2017-04-20,Kings XI Punjab,0,0,1,4.0,31
JJ Bumrah,2017-04-20,Kings XI Punjab,0,0,1,4.0,31
Sandeep Sharma,2017-04-20,Mumbai Indians,0,0,0,3.0,39
I Sharma,2017-04-20,Mumbai Indians,0,0,0,4.0,60
MM Sharma,2017-04-20,Mumbai Indians,0,0,1,2.5,29
MP Stoinis,2017-04-20,Mumbai Indians,0,0,1,2.0,28
AR Patel,2017-04-20,Mumbai Indians,0,0,0,2.0,21
Swapnil Singh,2017-04-20,Mumbai Indians,0,0,0,2.0,22
SP Narine,2017-04-21,Gujarat Lions,42,17,0,0,0
G Gambhir,2017-04-21,Gujarat Lions,33,28,0,0,0
RV Uthappa,2017-04-21,Gujarat Lions,72,48,0,0,0
MK Pandey,2017-04-21,Gujarat Lions,24,21,0,0,0
YK Pathan,2017-04-21,Gujarat Lions,11,4,0,0,0
SA Yadav,2017-04-21,Gujarat Lions,1,1,0,0,0
Shakib Al Hasan,2017-04-21,Gujarat Lions,1,1,0,0,0
AJ Finch,2017-04-21,Kolkata Knight Riders,31,15,0,0,0
BB McCullum,2017-04-21,Kolkata Knight Riders,33,17,0,0,0
SK Raina,2017-04-21,Kolkata Knight Riders,84,46,0,0,0
KD Karthik,2017-04-21,Kolkata Knight Riders,3,3,0,0,0
Ishan Kishan,2017-04-21,Kolkata Knight Riders,4,11,0,0,0
DR Smith,2017-04-21,Kolkata Knight Riders,5,4,0,0,0
RA Jadeja,2017-04-21,Kolkata Knight Riders,19,13,0,0,0
JP Faulkner,2017-04-21,Kolkata Knight Riders,4,2,0,0,0
P Kumar,2017-04-21,Kolkata Knight Riders,0,0,1,2.0,24
JP Faulkner,2017-04-21,Kolkata Knight Riders,0,0,1,4.0,39
Basil Thampi,2017-04-21,Kolkata Knight Riders,0,0,2,4.0,44
SK Raina,2017-04-21,Kolkata Knight Riders,0,0,1,2.0,11
DS Kulkarni,2017-04-21,Kolkata Knight Riders,0,0,0,2.0,23
RA Jadeja,2017-04-21,Kolkata Knight Riders,0,0,0,4.0,32
DR Smith,2017-04-21,Kolkata Knight Riders,0,0,0,2.0,14
Shakib Al Hasan,2017-04-21,Gujarat Lions,0,0,0,3.0,34
SP Narine,2017-04-21,Gujarat Lions,0,0,0,4.0,42
NM Coulter-Nile,2017-04-21,Gujarat Lions,0,0,2,3.3,41
CR Woakes,2017-04-21,Gujarat Lions,0,0,1,2.0,20
Kuldeep Yadav,2017-04-21,Gujarat Lions,0,0,2,4.0,33
UT Yadav,2017-04-21,Gujarat Lions,0,0,1,2.0,18
PA Patel,2017-04-22,Delhi Daredevils,8,11,0,0,0
JC Buttler,2017-04-22,Delhi Daredevils,28,18,0,0,0
N Rana,2017-04-22,Delhi Daredevils,8,9,0,0,0
RG Sharma,2017-04-22,Delhi Daredevils,5,9,0,0,0
KA Pollard,2017-04-22,Delhi Daredevils,26,29,0,0,0
KH Pandya,2017-04-22,Delhi Daredevils,17,16,0,0,0
HH Pandya,2017-04-22,Delhi Daredevils,24,23,0,0,0
Harbhajan Singh,2017-04-22,Delhi Daredevils,2,2,0,0,0
MJ McClenaghan,2017-04-22,Delhi Daredevils,1,1,0,0,0
MG Johnson,2017-04-22,Delhi Daredevils,7,3,0,0,0
SV Samson,2017-04-22,Mumbai Indians,9,6,0,0,0
AP Tare,2017-04-22,Mumbai Indians,0,1,0,0,0
KK Nair,2017-04-22,Mumbai Indians,5,15,0,0,0
SS Iyer,2017-04-22,Mumbai Indians,6,7,0,0,0
CJ Anderson,2017-04-22,Mumbai Indians,0,3,0,0,0
RR Pant,2017-04-22,Mumbai Indians,0,3,0,0,0
K Rabada,2017-04-22,Mumbai Indians,44,39,0,0,0
CH Morris,2017-04-22,Mumbai Indians,52,41,0,0,0
PJ Cummins,2017-04-22,Mumbai Indians,4,5,0,0,0
K Rabada,2017-04-22,Mumbai Indians,0,0,2,4.0,31
CH Morris,2017-04-22,Mumbai Indians,0,0,2,4.0,33
Z Khan,2017-04-22,Mumbai Indians,0,0,0,4.0,37
A Mishra,2017-04-22,Mumbai Indians,0,0,2,4.0,19
PJ Cummins,2017-04-22,Mumbai Indians,0,0,2,4.0,22
MG Johnson,2017-04-22,Delhi Daredevils,0,0,1,4.0,23
MJ McClenaghan,2017-04-22,Delhi Daredevils,0,0,3,4.0,25
JJ Bumrah,2017-04-22,Delhi Daredevils,0,0,2,4.0,21
HH Pandya,2017-04-22,Delhi Daredevils,0,0,1,3.0,25
Harbhajan Singh,2017-04-22,Delhi Daredevils,0,0,0,4.0,26
KH Pandya,2017-04-22,Delhi Daredevils,0,0,0,1.0,8
DA Warner,2017-04-22,Rising Pune Supergiant,43,40,0,0,0
S Dhawan,2017-04-22,Rising Pune Supergiant,30,29,0,0,0
KS Williamson,2017-04-22,Rising Pune Supergiant,21,14,0,0,0
MC Henriques,2017-04-22,Rising Pune Supergiant,55,28,0,0,0
DJ Hooda,2017-04-22,Rising Pune Supergiant,19,10,0,0,0
AM Rahane,2017-04-22,Sunrisers Hyderabad,2,7,0,0,0
RA Tripathi,2017-04-22,Sunrisers Hyderabad,59,41,0,0,0
SPD Smith,2017-04-22,Sunrisers Hyderabad,27,21,0,0,0
MS Dhoni,2017-04-22,Sunrisers Hyderabad,61,34,0,0,0
BA Stokes,2017-04-22,Sunrisers Hyderabad,10,9,0,0,0
MK Tiwary,2017-04-22,Sunrisers Hyderabad,17,8,0,0,0
JD Unadkat,2017-04-22,Sunrisers Hyderabad,0,0,1,4.0,42
Washington Sundar,2017-04-22,Sunrisers Hyderabad,0,0,0,3.0,21
BA Stokes,2017-04-22,Sunrisers Hyderabad,0,0,0,2.0,19
SN Thakur,2017-04-22,Sunrisers Hyderabad,0,0,0,4.0,50
DT Christian,2017-04-22,Sunrisers Hyderabad,0,0,1,4.0,21
Imran Tahir,2017-04-22,Sunrisers Hyderabad,0,0,1,3.0,23
B Kumar,2017-04-22,Rising Pune Supergiant,0,0,1,4.0,39
Bipul Sharma,2017-04-22,Rising Pune Supergiant,0,0,1,4.0,31
Mohammed Siraj,2017-04-22,Rising Pune Supergiant,0,0,0,4.0,43
S Kaul,2017-04-22,Rising Pune Supergiant,0,0,0,3.0,45
Rashid Khan,2017-04-22,Rising Pune Supergiant,0,0,2,4.0,17
MC Henriques,2017-04-22,Rising Pune Supergiant,0,0,0,1.0,4
M Vohra,2017-04-23,Gujarat Lions,2,4,0,0,0
HM Amla,2017-04-23,Gujarat Lions,65,40,0,0,0
SE Marsh,2017-04-23,Gujarat Lions,30,24,0,0,0
GJ Maxwell,2017-04-23,Gujarat Lions,31,18,0,0,0
AR Patel,2017-04-23,Gujarat Lions,34,17,0,0,0
MP Stoinis,2017-04-23,Gujarat Lions,7,9,0,0,0
MM Sharma,2017-04-23,Gujarat Lions,4,3,0,0,0
WP Saha,2017-04-23,Gujarat Lions,10,5,0,0,0
BB McCullum,2017-04-23,Kings XI Punjab,6,6,0,0,0
AJ Finch,2017-04-23,Kings XI Punjab,13,12,0,0,0
SK Raina,2017-04-23,Kings XI Punjab,32,24,0,0,0
KD Karthik,2017-04-23,Kings XI Punjab,58,44,0,0,0
RA Jadeja,2017-04-23,Kings XI Punjab,9,7,0,0,0
DR Smith,2017-04-23,Kings XI Punjab,4,4,0,0,0
AD Nath,2017-04-23,Kings XI Punjab,0,1,0,0,0
AJ Tye,2017-04-23,Kings XI Punjab,22,12,0,0,0
Basil Thampi,2017-04-23,Kings XI Punjab,11,10,0,0,0
SS Agarwal,2017-04-23,Kings XI Punjab,0,0,1,4.0,42
NB Singh,2017-04-23,Kings XI Punjab,0,0,1,2.0,8
SK Raina,2017-04-23,Kings XI Punjab,0,0,0,1.0,6
Basil Thampi,2017-04-23,Kings XI Punjab,0,0,1,4.0,45
AJ Tye,2017-04-23,Kings XI Punjab,0,0,2,4.0,36
RA Jadeja,2017-04-23,Kings XI Punjab,0,0,1,4.0,33
DR Smith,2017-04-23,Kings XI Punjab,0,0,1,1.0,18
Sandeep Sharma,2017-04-23,Gujarat Lions,0,0,2,4.0,40
MM Sharma,2017-04-23,Gujarat Lions,0,0,1,4.0,27
T Natarajan,2017-04-23,Gujarat Lions,0,0,0,3.0,22
KC Cariappa,2017-04-23,Gujarat Lions,0,0,2,4.0,24
AR Patel,2017-04-23,Gujarat Lions,0,0,2,4.0,37
MP Stoinis,2017-04-23,Gujarat Lions,0,0,0,1.0,12
SP Narine,2017-04-23,Royal Challengers Bangalore,34,17,0,0,0
G Gambhir,2017-04-23,Royal Challengers Bangalore,14,11,0,0,0
RV Uthappa,2017-04-23,Royal Challengers Bangalore,11,9,0,0,0
MK Pandey,2017-04-23,Royal Challengers Bangalore,15,16,0,0,0
YK Pathan,2017-04-23,Royal Challengers Bangalore,8,8,0,0,0
SA Yadav,2017-04-23,Royal Challengers Bangalore,15,19,0,0,0
C de Grandhomme,2017-04-23,Royal Challengers Bangalore,0,2,0,0,0
CR Woakes,2017-04-23,Royal Challengers Bangalore,18,21,0,0,0
NM Coulter-Nile,2017-04-23,Royal Challengers Bangalore,2,3,0,0,0
Kuldeep Yadav,2017-04-23,Royal Challengers Bangalore,4,7,0,0,0
UT Yadav,2017-04-23,Royal Challengers Bangalore,2,4,0,0,0
CH Gayle,2017-04-23,Kolkata Knight Riders,7,17,0,0,0
V Kohli,2017-04-23,Kolkata Knight Riders,0,1,0,0,0
Mandeep Singh,2017-04-23,Kolkata Knight Riders,1,3,0,0,0
AB de Villiers,2017-04-23,Kolkata Knight Riders,8,6,0,0,0
KM Jadhav,2017-04-23,Kolkata Knight Riders,9,7,0,0,0
STR Binny,2017-04-23,Kolkata Knight Riders,8,9,0,0,0
S Badree,2017-04-23,Kolkata Knight Riders,0,3,0,0,0
P Negi,2017-04-23,Kolkata Knight Riders,2,3,0,0,0
TS Mills,2017-04-23,Kolkata Knight Riders,2,5,0,0,0
S Aravind,2017-04-23,Kolkata Knight Riders,5,4,0,0,0
YS Chahal,2017-04-23,Kolkata Knight Riders,0,2,0,0,0
S Badree,2017-04-23,Kolkata Knight Riders,0,0,1,4.0,33
TS Mills,2017-04-23,Kolkata Knight Riders,0,0,2,4.0,31
S Aravind,2017-04-23,Kolkata Knight Riders,0,0,1,3.5,27
STR Binny,2017-04-23,Kolkata Knight Riders,0,0,1,1.0,9
YS Chahal,2017-04-23,Kolkata Knight Riders,0,0,3,4.0,16
P Negi,2017-04-23,Kolkata Knight Riders,0,0,2,3.0,15
NM Coulter-Nile,2017-04-23,Royal Challengers Bangalore,0,0,3,3.0,22
UT Yadav,2017-04-23,Royal Challengers Bangalore,0,0,1,3.0,17
CR Woakes,2017-04-23,Royal Challengers Bangalore,0,0,3,2.0,6
C de Grandhomme,2017-04-23,Royal Challengers Bangalore,0,0,3,1.7,4
AM Rahane,2017-04-24,Mumbai Indians,38,32,0,0,0
RA Tripathi,2017-04-24,Mumbai Indians,45,31,0,0,0
SPD Smith,2017-04-24,Mumbai Indians,17,12,0,0,0
MS Dhoni,2017-04-24,Mumbai Indians,7,11,0,0,0
BA Stokes,2017-04-24,Mumbai Indians,17,12,0,0,0
MK Tiwary,2017-04-24,Mumbai Indians,22,13,0,0,0
DT Christian,2017-04-24,Mumbai Indians,8,7,0,0,0
Washington Sundar,2017-04-24,Mumbai Indians,2,2,0,0,0
PA Patel,2017-04-24,Rising Pune Supergiant,33,27,0,0,0
JC Buttler,2017-04-24,Rising Pune Supergiant,17,13,0,0,0
N Rana,2017-04-24,Rising Pune Supergiant,3,9,0,0,0
RG Sharma,2017-04-24,Rising Pune Supergiant,58,39,0,0,0
KV Sharma,2017-04-24,Rising Pune Supergiant,11,10,0,0,0
KA Pollard,2017-04-24,Rising Pune Supergiant,9,9,0,0,0
HH Pandya,2017-04-24,Rising Pune Supergiant,13,11,0,0,0
Harbhajan Singh,2017-04-24,Rising Pune Supergiant,7,2,0,0,0
MG Johnson,2017-04-24,Rising Pune Supergiant,0,0,1,4.0,34
MJ McClenaghan,2017-04-24,Rising Pune Supergiant,0,0,0,4.0,37
KV Sharma,2017-04-24,Rising Pune Supergiant,0,0,2,4.0,39
JJ Bumrah,2017-04-24,Rising Pune Supergiant,0,0,2,4.0,30
Harbhajan Singh,2017-04-24,Rising Pune Supergiant,0,0,1,4.0,20
Washington Sundar,2017-04-24,Mumbai Indians,0,0,1,4.0,26
SN Thakur,2017-04-24,Mumbai Indians,0,0,0,3.0,29
JD Unadkat,2017-04-24,Mumbai Indians,0,0,3,4.0,41
BA Stokes,2017-04-24,Mumbai Indians,0,0,2,4.0,23
DT Christian,2017-04-24,Mumbai Indians,0,0,1,1.0,6
Imran Tahir,2017-04-24,Mumbai Indians,0,0,1,4.0,32
AM Rahane,2017-04-26,Kolkata Knight Riders,46,41,0,0,0
RA Tripathi,2017-04-26,Kolkata Knight Riders,38,23,0,0,0
SPD Smith,2017-04-26,Kolkata Knight Riders,51,37,0,0,0
MS Dhoni,2017-04-26,Kolkata Knight Riders,23,11,0,0,0
MK Tiwary,2017-04-26,Kolkata Knight Riders,1,2,0,0,0
DT Christian,2017-04-26,Kolkata Knight Riders,16,6,0,0,0
SP Narine,2017-04-26,Rising Pune Supergiant,16,11,0,0,0
G Gambhir,2017-04-26,Rising Pune Supergiant,62,46,0,0,0
RV Uthappa,2017-04-26,Rising Pune Supergiant,87,47,0,0,0
DM Bravo,2017-04-26,Rising Pune Supergiant,6,5,0,0,0
UT Yadav,2017-04-26,Rising Pune Supergiant,0,0,1,3.0,29
CR Woakes,2017-04-26,Rising Pune Supergiant,0,0,0,3.0,38
SP Narine,2017-04-26,Rising Pune Supergiant,0,0,1,4.0,34
C de Grandhomme,2017-04-26,Rising Pune Supergiant,0,0,0,2.0,14
PP Chawla,2017-04-26,Rising Pune Supergiant,0,0,1,4.0,36
